date,arrivals_in_qtl,modal_price,apmc_commodity,label
2015-11-01,12655,3244,akot_soybean,226
2015-12-01,11814,3144,akot_soybean,226
2016-01-01,8114,3283,akot_soybean,226
2016-02-01,10077,3295,akot_soybean,226
2016-03-01,1247,3378,akot_soybean,226
2016-05-01,4028,3544,akot_soybean,226
2016-06-01,4650,3534,akot_soybean,226
2016-07-01,1285,3220,akot_soybean,226
2016-08-01,2083,3225,akot_soybean,226
2016-09-01,2450,2989,akot_soybean,226
2015-06-01,75,2975,akot_sunflower,227
2015-07-01,75,2900,akot_sunflower,227
2015-11-01,2722,3014,akot_sunflower,227
2016-01-01,110,3131,akot_sunflower,227
2016-04-01,135,2712,akot_sunflower,227
2016-05-01,250,3104,akot_sunflower,227
2015-04-01,105,9075,akot_thymol/lovage,228
2015-06-01,190,8859,akot_thymol/lovage,228
2015-07-01,120,9112,akot_thymol/lovage,228
2015-09-01,115,8400,akot_thymol/lovage,228
2015-12-01,31,10703,akot_thymol/lovage,228
2016-01-01,96,12000,akot_thymol/lovage,228
2016-03-01,130,15301,akot_thymol/lovage,228
2016-04-01,130,14920,akot_thymol/lovage,228
2016-05-01,311,15800,akot_thymol/lovage,228
2016-06-01,63,14289,akot_thymol/lovage,228
2016-07-01,30,11250,akot_thymol/lovage,228
2016-08-01,81,13623,akot_thymol/lovage,228
2016-09-01,45,14125,akot_thymol/lovage,228
2015-01-01,133,1420,akot_wheat(husked),229
2015-06-01,2080,1397,akot_wheat(husked),229
2015-07-01,2495,1475,akot_wheat(husked),229
2015-08-01,1920,1462,akot_wheat(husked),229
2015-09-01,725,1428,akot_wheat(husked),229
2015-10-01,450,1460,akot_wheat(husked),229
2015-11-01,1185,1459,akot_wheat(husked),229
2015-12-01,561,1465,akot_wheat(husked),229
2016-01-01,315,1445,akot_wheat(husked),229
2016-02-01,602,1518,akot_wheat(husked),229
2016-03-01,2238,1626,akot_wheat(husked),229
2016-05-01,2901,1658,akot_wheat(husked),229
2016-06-01,1864,1761,akot_wheat(husked),229
2016-07-01,1077,1727,akot_wheat(husked),229
2016-08-01,1943,1756,akot_wheat(husked),229
2016-09-01,1705,1756,akot_wheat(husked),229
2016-10-01,995,1671,akot_wheat(husked),229
2016-11-01,625,1801,akot_wheat(husked),229
2016-01-01,3000,2,alibag_betelnuts,230
2016-02-01,7080,1460,alibag_betelnuts,230
2016-03-01,9660,1836,alibag_betelnuts,230
2016-04-01,780,2000,alibag_betelnuts,230
2016-05-01,630,2000,alibag_betelnuts,230
2016-01-01,3000,15,alibag_coconut,231
2016-02-01,5100,1854,alibag_coconut,231
2016-03-01,9690,2679,alibag_coconut,231
2016-04-01,780,2769,alibag_coconut,231
2016-05-01,630,3000,alibag_coconut,231
2015-07-01,780,1519,alibag_paddy-unhusked,232
2015-08-01,715,1578,alibag_paddy-unhusked,232
2015-09-01,665,1600,alibag_paddy-unhusked,232
2015-12-01,836,1600,alibag_paddy-unhusked,232
2016-01-01,750,1508,alibag_paddy-unhusked,232
2016-02-01,725,1502,alibag_paddy-unhusked,232
2016-03-01,760,1495,alibag_paddy-unhusked,232
2016-04-01,910,1475,alibag_paddy-unhusked,232
2016-05-01,750,1517,alibag_paddy-unhusked,232
2016-06-01,695,1525,alibag_paddy-unhusked,232
2016-07-01,720,1525,alibag_paddy-unhusked,232
2016-08-01,722,1524,alibag_paddy-unhusked,232
2016-09-01,690,1588,alibag_paddy-unhusked,232
2016-10-01,750,1508,alibag_paddy-unhusked,232
2016-11-01,690,1490,alibag_paddy-unhusked,232
2014-09-01,870,1603,alibag_rice(paddy-hus),233
2014-10-01,900,1600,alibag_rice(paddy-hus),233
2014-11-01,900,1600,alibag_rice(paddy-hus),233
2014-12-01,870,1600,alibag_rice(paddy-hus),233
2015-01-01,870,1600,alibag_rice(paddy-hus),233
2015-03-01,660,1600,alibag_rice(paddy-hus),233
2015-04-01,870,1600,alibag_rice(paddy-hus),233
2015-05-01,808,2276,alibag_rice(paddy-hus),233
2015-06-01,799,3281,alibag_rice(paddy-hus),233
2015-07-01,900,2223,alibag_rice(paddy-hus),233
2015-08-01,890,2303,alibag_rice(paddy-hus),233
2015-09-01,750,3272,alibag_rice(paddy-hus),233
2015-10-01,880,2429,alibag_rice(paddy-hus),233
2015-11-01,777,3500,alibag_rice(paddy-hus),233
2015-12-01,842,3657,alibag_rice(paddy-hus),233
2016-01-01,750,3750,alibag_rice(paddy-hus),233
2016-02-01,720,3813,alibag_rice(paddy-hus),233
2016-03-01,810,3944,alibag_rice(paddy-hus),233
2016-04-01,780,4000,alibag_rice(paddy-hus),233
2016-05-01,756,3802,alibag_rice(paddy-hus),233
2016-06-01,720,4000,alibag_rice(paddy-hus),233
2016-07-01,720,4000,alibag_rice(paddy-hus),233
2016-08-01,710,4004,alibag_rice(paddy-hus),233
2016-09-01,690,4000,alibag_rice(paddy-hus),233
2016-10-01,750,4000,alibag_rice(paddy-hus),233
2016-11-01,690,3782,alibag_rice(paddy-hus),233
2014-09-01,372,1237,amalner_bajri,234
2014-10-01,974,1184,amalner_bajri,234
2014-11-01,93,1295,amalner_bajri,234
2015-06-01,2785,1182,amalner_bajri,234
2015-07-01,672,1257,amalner_bajri,234
2015-08-01,560,1349,amalner_bajri,234
2015-09-01,67,1275,amalner_bajri,234
2015-11-01,389,1516,amalner_bajri,234
2015-12-01,165,1492,amalner_bajri,234
2016-01-01,127,1512,amalner_bajri,234
2016-02-01,47,1511,amalner_bajri,234
2016-03-01,454,1580,amalner_bajri,234
2016-04-01,3826,1814,amalner_bajri,234
2016-06-01,808,1751,amalner_bajri,234
2016-07-01,64,1862,amalner_bajri,234
2016-08-01,200,1714,amalner_bajri,234
2016-09-01,737,1619,amalner_bajri,234
2016-10-01,2889,1399,amalner_bajri,234
2016-11-01,1110,1435,amalner_bajri,234
2014-09-01,11,3298,amalner_black gram,235
2014-10-01,97,4569,amalner_black gram,235
2014-11-01,3,4551,amalner_black gram,235
2015-07-01,3,4500,amalner_black gram,235
2015-09-01,74,9700,amalner_black gram,235
2015-11-01,3,9500,amalner_black gram,235
2015-12-01,15,7360,amalner_black gram,235
2016-01-01,12,9800,amalner_black gram,235
2016-04-01,3,7000,amalner_black gram,235
2016-05-01,6,10663,amalner_black gram,235
2016-06-01,9,11000,amalner_black gram,235
2016-07-01,3,12600,amalner_black gram,235
2016-08-01,5,6550,amalner_black gram,235
2016-11-01,490,6497,amalner_black gram,235
2016-03-01,7,4689,amalner_chillies(red),236
2016-04-01,3,8000,amalner_chillies(red),236
2014-09-01,17,7500,amalner_coriander (dry),237
2014-10-01,64,7270,amalner_coriander (dry),237
2014-11-01,4,6850,amalner_coriander (dry),237
2015-07-01,36,7980,amalner_coriander (dry),237
2015-09-01,3,8500,amalner_coriander (dry),237
2015-11-01,6,9100,amalner_coriander (dry),237
2015-12-01,14,9375,amalner_coriander (dry),237
2016-01-01,16,9260,amalner_coriander (dry),237
2016-03-01,21,8275,amalner_coriander (dry),237
2016-04-01,14,7920,amalner_coriander (dry),237
2016-05-01,39,8400,amalner_coriander (dry),237
2016-06-01,86,8852,amalner_coriander (dry),237
2016-07-01,38,8476,amalner_coriander (dry),237
2016-08-01,5,7500,amalner_coriander (dry),237
2016-09-01,2,7500,amalner_coriander (dry),237
2015-12-01,155,4600,amalner_cotton,238
2015-07-01,3,4500,amalner_cowpea,239
2016-05-01,3,3900,amalner_cowpea,239
2016-09-01,3,5000,amalner_cowpea,239
2016-10-01,1,6700,amalner_cowpea,239
2016-11-01,3,5500,amalner_cowpea,239
2014-09-01,268,2252,amalner_gram,240
2014-10-01,918,2423,amalner_gram,240
2014-11-01,200,2451,amalner_gram,240
2015-06-01,688,4013,amalner_gram,240
2015-07-01,80,4056,amalner_gram,240
2015-08-01,23,4084,amalner_gram,240
2015-09-01,6,4251,amalner_gram,240
2015-11-01,611,3825,amalner_gram,240
2015-12-01,465,3864,amalner_gram,240
2016-01-01,178,4322,amalner_gram,240
2016-02-01,528,4070,amalner_gram,240
2016-05-01,1569,5496,amalner_gram,240
2016-06-01,159,6382,amalner_gram,240
2016-07-01,12,7084,amalner_gram,240
2016-08-01,23,5617,amalner_gram,240
2014-09-01,3286,6045,amalner_green gram,241
2014-10-01,1095,6781,amalner_green gram,241
2014-11-01,52,8200,amalner_green gram,241
2015-06-01,50,6494,amalner_green gram,241
2015-07-01,12,5707,amalner_green gram,241
2015-08-01,3,6815,amalner_green gram,241
2015-09-01,152,8261,amalner_green gram,241
2015-11-01,87,7885,amalner_green gram,241
2015-12-01,38,7810,amalner_green gram,241
2016-01-01,25,7165,amalner_green gram,241
2016-02-01,13,6001,amalner_green gram,241
2016-03-01,14,6175,amalner_green gram,241
2016-04-01,16,5930,amalner_green gram,241
2016-05-01,40,5945,amalner_green gram,241
2016-06-01,29,5407,amalner_green gram,241
2016-07-01,3,5900,amalner_green gram,241
2016-08-01,1450,4828,amalner_green gram,241
2016-10-01,7029,4853,amalner_green gram,241
2016-11-01,902,4680,amalner_green gram,241
2016-05-01,14,5452,amalner_ground nut pods (dry),242
2016-07-01,3,5951,amalner_ground nut pods (dry),242
2016-08-01,37,5720,amalner_ground nut pods (dry),242
2016-09-01,16,4402,amalner_ground nut pods (dry),242
2016-10-01,26,4795,amalner_ground nut pods (dry),242
2016-11-01,35,4213,amalner_ground nut pods (dry),242
2014-09-01,95,1201,amalner_maize,243
2014-10-01,1357,1081,amalner_maize,243
2014-11-01,4665,1054,amalner_maize,243
2015-06-01,3446,1249,amalner_maize,243
2015-07-01,227,1307,amalner_maize,243
2015-08-01,16,1347,amalner_maize,243
2015-09-01,84,1500,amalner_maize,243
2015-11-01,6053,1482,amalner_maize,243
2015-12-01,4005,1462,amalner_maize,243
2016-01-01,1225,1443,amalner_maize,243
2016-02-01,1369,1396,amalner_maize,243
2016-03-01,8309,1348,amalner_maize,243
2016-04-01,26145,1395,amalner_maize,243
2016-07-01,66,1699,amalner_maize,243
2016-08-01,104,1542,amalner_maize,243
2016-09-01,202,1539,amalner_maize,243
2016-10-01,21497,1308,amalner_maize,243
2016-11-01,25542,1277,amalner_maize,243
2015-12-01,3,5500,amalner_matki,244
2016-05-01,1,6525,amalner_matki,244
2016-06-01,2950,475,amalner_onion,245
2016-10-01,100,378,amalner_onion,245
2016-11-01,53,173,amalner_onion,245
2014-09-01,3,3500,amalner_pigeon pea (tur),246
2014-10-01,53,3350,amalner_pigeon pea (tur),246
2015-06-01,3,5500,amalner_pigeon pea (tur),246
2015-07-01,3,4500,amalner_pigeon pea (tur),246
2015-08-01,3,5755,amalner_pigeon pea (tur),246
2015-12-01,21,7736,amalner_pigeon pea (tur),246
2016-01-01,61,8349,amalner_pigeon pea (tur),246
2016-02-01,15,7340,amalner_pigeon pea (tur),246
2016-03-01,89,6549,amalner_pigeon pea (tur),246
2016-04-01,27,6844,amalner_pigeon pea (tur),246
2016-05-01,11,7167,amalner_pigeon pea (tur),246
2016-07-01,3,7400,amalner_pigeon pea (tur),246
2016-08-01,6,4111,amalner_pigeon pea (tur),246
2016-09-01,36,5478,amalner_pigeon pea (tur),246
2016-10-01,3,5100,amalner_pigeon pea (tur),246
2015-12-01,3,4000,amalner_sesamum,247
2016-06-01,58,5483,amalner_sesamum,247
2016-07-01,4,5550,amalner_sesamum,247
2016-08-01,13,6217,amalner_sesamum,247
2016-10-01,81,5472,amalner_sesamum,247
2016-11-01,18,4775,amalner_sesamum,247
2014-09-01,915,1452,amalner_sorgum(jawar),248
2014-10-01,3341,1443,amalner_sorgum(jawar),248
2014-11-01,2377,1495,amalner_sorgum(jawar),248
2015-06-01,3339,1436,amalner_sorgum(jawar),248
2015-07-01,586,1372,amalner_sorgum(jawar),248
2015-08-01,201,1334,amalner_sorgum(jawar),248
2015-09-01,121,1476,amalner_sorgum(jawar),248
2015-11-01,2953,1568,amalner_sorgum(jawar),248
2015-12-01,2811,1580,amalner_sorgum(jawar),248
2016-01-01,541,1488,amalner_sorgum(jawar),248
2016-02-01,1074,1821,amalner_sorgum(jawar),248
2016-03-01,13544,1858,amalner_sorgum(jawar),248
2016-04-01,8222,2039,amalner_sorgum(jawar),248
2016-05-01,8734,2003,amalner_sorgum(jawar),248
2016-06-01,1050,1881,amalner_sorgum(jawar),248
2016-07-01,125,1818,amalner_sorgum(jawar),248
2016-08-01,363,1710,amalner_sorgum(jawar),248
2016-09-01,837,1750,amalner_sorgum(jawar),248
2014-10-01,10,3150,amalner_soybean,249
2015-07-01,3,2850,amalner_soybean,249
2015-11-01,68,3529,amalner_soybean,249
2015-12-01,53,3257,amalner_soybean,249
2016-02-01,8,3395,amalner_soybean,249
2016-03-01,1,2950,amalner_soybean,249
2016-04-01,10,3550,amalner_soybean,249
2016-05-01,108,3167,amalner_soybean,249
2016-06-01,51,3344,amalner_soybean,249
2016-08-01,13,3043,amalner_soybean,249
2016-09-01,6,2900,amalner_soybean,249
2014-09-01,1444,1470,amalner_wheat(husked),250
2014-10-01,1012,1466,amalner_wheat(husked),250
2014-11-01,122,1513,amalner_wheat(husked),250
2015-06-01,1818,1448,amalner_wheat(husked),250
2015-07-01,341,1513,amalner_wheat(husked),250
2015-08-01,336,1569,amalner_wheat(husked),250
2015-09-01,46,1504,amalner_wheat(husked),250
2015-11-01,217,1726,amalner_wheat(husked),250
2015-12-01,240,1798,amalner_wheat(husked),250
2016-01-01,92,1721,amalner_wheat(husked),250
2016-02-01,1799,1705,amalner_wheat(husked),250
2016-05-01,3703,1810,amalner_wheat(husked),250
2016-06-01,869,1911,amalner_wheat(husked),250
2016-07-01,97,1955,amalner_wheat(husked),250
2016-08-01,194,1826,amalner_wheat(husked),250
2016-09-01,446,1904,amalner_wheat(husked),250
2016-10-01,697,1822,amalner_wheat(husked),250
2016-11-01,552,1923,amalner_wheat(husked),250
2016-05-01,90,1500,amarawati_amba koy,291
2016-06-01,435,3750,amarawati_amba koy,291
2016-07-01,160,4750,amarawati_amba koy,291
2015-08-01,6,3508,amarawati_apple,292
2015-09-01,9,3685,amarawati_apple,292
2015-10-01,61,4215,amarawati_apple,292
2015-11-01,52,4720,amarawati_apple,292
2015-12-01,1245,4900,amarawati_apple,292
2016-01-01,1350,4658,amarawati_apple,292
2016-02-01,742,5096,amarawati_apple,292
2016-03-01,434,5203,amarawati_apple,292
2016-04-01,184,9470,amarawati_apple,292
2016-06-01,216,10192,amarawati_apple,292
2016-07-01,110,7750,amarawati_apple,292
2016-08-01,1860,6603,amarawati_apple,292
2016-09-01,1640,5350,amarawati_apple,292
2016-10-01,1730,5091,amarawati_apple,292
2014-12-01,3,3300,amarawati_awala,293
2015-04-01,48,1909,amarawati_bajri,294
2015-05-01,72,1944,amarawati_bajri,294
2015-06-01,54,1611,amarawati_bajri,294
2015-07-01,24,1401,amarawati_bajri,294
2015-08-01,39,1392,amarawati_bajri,294
2015-09-01,51,1355,amarawati_bajri,294
2015-10-01,57,1346,amarawati_bajri,294
2015-11-01,18,1373,amarawati_bajri,294
2015-12-01,39,1714,amarawati_bajri,294
2016-01-01,57,2070,amarawati_bajri,294
2016-02-01,60,1773,amarawati_bajri,294
2016-03-01,39,1569,amarawati_bajri,294
2016-04-01,113,1734,amarawati_bajri,294
2016-06-01,83,1895,amarawati_bajri,294
2016-07-01,21,1964,amarawati_bajri,294
2016-08-01,30,2020,amarawati_bajri,294
2016-09-01,54,2054,amarawati_bajri,294
2016-10-01,60,1972,amarawati_bajri,294
2016-11-01,57,1971,amarawati_bajri,294
2015-10-01,7,2450,amarawati_beet root,295
2015-12-01,44,1593,amarawati_beet root,295
2016-01-01,253,1200,amarawati_beet root,295
2016-02-01,251,903,amarawati_beet root,295
2016-03-01,241,1038,amarawati_beet root,295
2016-04-01,112,1186,amarawati_beet root,295
2016-05-01,104,1188,amarawati_beet root,295
2016-06-01,107,1643,amarawati_beet root,295
2016-07-01,40,1786,amarawati_beet root,295
2016-08-01,144,1415,amarawati_beet root,295
2016-09-01,89,1497,amarawati_beet root,295
2016-10-01,74,2473,amarawati_beet root,295
2015-08-01,6,1970,amarawati_bitter gourd,296
2015-09-01,27,1858,amarawati_bitter gourd,296
2015-10-01,32,2273,amarawati_bitter gourd,296
2015-11-01,9,2484,amarawati_bitter gourd,296
2015-12-01,76,2925,amarawati_bitter gourd,296
2016-01-01,232,3303,amarawati_bitter gourd,296
2016-02-01,151,3247,amarawati_bitter gourd,296
2016-03-01,145,3556,amarawati_bitter gourd,296
2016-04-01,227,3488,amarawati_bitter gourd,296
2016-05-01,162,3057,amarawati_bitter gourd,296
2016-06-01,138,4032,amarawati_bitter gourd,296
2016-07-01,47,3993,amarawati_bitter gourd,296
2016-08-01,183,2114,amarawati_bitter gourd,296
2016-09-01,153,1337,amarawati_bitter gourd,296
2016-10-01,94,2110,amarawati_bitter gourd,296
2014-11-01,3,5100,amarawati_black gram,297
2014-12-01,38,5222,amarawati_black gram,297
2015-01-01,33,5407,amarawati_black gram,297
2015-02-01,24,5441,amarawati_black gram,297
2015-03-01,6,5675,amarawati_black gram,297
2015-04-01,48,5938,amarawati_black gram,297
2015-05-01,72,6588,amarawati_black gram,297
2015-06-01,54,6604,amarawati_black gram,297
2015-07-01,27,6309,amarawati_black gram,297
2015-08-01,39,6537,amarawati_black gram,297
2015-09-01,51,7667,amarawati_black gram,297
2015-10-01,84,9797,amarawati_black gram,297
2015-11-01,113,7885,amarawati_black gram,297
2015-12-01,314,8134,amarawati_black gram,297
2016-01-01,235,8141,amarawati_black gram,297
2016-02-01,88,7856,amarawati_black gram,297
2016-03-01,45,8321,amarawati_black gram,297
2016-04-01,675,9214,amarawati_black gram,297
2016-05-01,553,8768,amarawati_black gram,297
2016-07-01,25,8917,amarawati_black gram,297
2016-08-01,177,7001,amarawati_black gram,297
2016-09-01,5786,6713,amarawati_black gram,297
2016-11-01,5826,5589,amarawati_black gram,297
2015-12-01,63,1705,amarawati_bor,298
2016-01-01,194,1711,amarawati_bor,298
2016-02-01,38,1850,amarawati_bor,298
2014-12-01,36,1033,amarawati_brinjal,299
2015-01-01,27,1263,amarawati_brinjal,299
2015-02-01,45,947,amarawati_brinjal,299
2015-03-01,30,683,amarawati_brinjal,299
2015-08-01,6,1193,amarawati_brinjal,299
2015-09-01,27,1025,amarawati_brinjal,299
2015-10-01,24,1436,amarawati_brinjal,299
2015-11-01,11,918,amarawati_brinjal,299
2015-12-01,297,1234,amarawati_brinjal,299
2016-03-01,419,946,amarawati_brinjal,299
2016-04-01,360,1163,amarawati_brinjal,299
2016-05-01,264,1005,amarawati_brinjal,299
2016-06-01,236,1525,amarawati_brinjal,299
2016-07-01,95,1071,amarawati_brinjal,299
2016-09-01,186,1120,amarawati_brinjal,299
2016-10-01,130,1810,amarawati_brinjal,299
2016-03-01,6,2500,amarawati_bullock heart,300
2014-12-01,39,2512,amarawati_cabbage,301
2015-01-01,27,2207,amarawati_cabbage,301
2015-02-01,48,1317,amarawati_cabbage,301
2015-03-01,27,1176,amarawati_cabbage,301
2015-08-01,6,863,amarawati_cabbage,301
2015-09-01,27,886,amarawati_cabbage,301
2015-10-01,24,942,amarawati_cabbage,301
2015-11-01,11,1070,amarawati_cabbage,301
2015-12-01,409,1469,amarawati_cabbage,301
2016-03-01,232,1235,amarawati_cabbage,301
2016-04-01,115,1660,amarawati_cabbage,301
2016-05-01,141,2208,amarawati_cabbage,301
2016-06-01,135,3123,amarawati_cabbage,301
2016-08-01,261,2664,amarawati_cabbage,301
2016-09-01,158,1950,amarawati_cabbage,301
2016-10-01,132,2229,amarawati_cabbage,301
2016-01-01,20,2000,amarawati_capsicum,302
2016-02-01,85,1270,amarawati_capsicum,302
2016-03-01,40,2633,amarawati_capsicum,302
2016-04-01,94,2905,amarawati_capsicum,302
2016-05-01,64,3753,amarawati_capsicum,302
2016-06-01,101,4715,amarawati_capsicum,302
2016-07-01,35,4729,amarawati_capsicum,302
2016-08-01,94,3169,amarawati_capsicum,302
2016-09-01,121,1786,amarawati_capsicum,302
2016-10-01,72,2024,amarawati_capsicum,302
2015-08-01,6,1420,amarawati_carrot,303
2015-09-01,9,2379,amarawati_carrot,303
2015-11-01,17,2250,amarawati_carrot,303
2015-12-01,788,1350,amarawati_carrot,303
2016-02-01,1208,635,amarawati_carrot,303
2016-03-01,289,800,amarawati_carrot,303
2016-04-01,235,1488,amarawati_carrot,303
2016-05-01,380,1864,amarawati_carrot,303
2016-06-01,155,2182,amarawati_carrot,303
2016-07-01,43,2650,amarawati_carrot,303
2016-08-01,141,2590,amarawati_carrot,303
2016-09-01,102,2720,amarawati_carrot,303
2016-10-01,94,2813,amarawati_carrot,303
2015-08-01,6,1263,amarawati_chikoo,304
2015-09-01,9,1169,amarawati_chikoo,304
2015-10-01,28,2096,amarawati_chikoo,304
2015-11-01,16,1975,amarawati_chikoo,304
2015-12-01,211,1407,amarawati_chikoo,304
2016-02-01,186,1350,amarawati_chikoo,304
2016-03-01,134,1463,amarawati_chikoo,304
2016-04-01,255,1716,amarawati_chikoo,304
2016-05-01,216,2443,amarawati_chikoo,304
2016-06-01,220,2461,amarawati_chikoo,304
2016-07-01,58,2086,amarawati_chikoo,304
2016-08-01,204,1528,amarawati_chikoo,304
2016-09-01,170,2017,amarawati_chikoo,304
2016-10-01,143,1916,amarawati_chikoo,304
2015-08-01,6,7125,amarawati_chillies(red),305
2015-09-01,24,7608,amarawati_chillies(red),305
2015-10-01,21,7513,amarawati_chillies(red),305
2015-11-01,3,7895,amarawati_chillies(red),305
2015-12-01,3,9250,amarawati_chillies(red),305
2016-02-01,3,9500,amarawati_chillies(red),305
2016-04-01,9,9833,amarawati_chillies(red),305
2016-05-01,119,9975,amarawati_chillies(red),305
2016-06-01,125,11026,amarawati_chillies(red),305
2016-07-01,59,9700,amarawati_chillies(red),305
2016-08-01,67,9659,amarawati_chillies(red),305
2016-09-01,115,9827,amarawati_chillies(red),305
2015-08-01,3,1890,amarawati_cluster bean,306
2015-09-01,18,2092,amarawati_cluster bean,306
2015-10-01,24,3087,amarawati_cluster bean,306
2015-11-01,6,2340,amarawati_cluster bean,306
2015-12-01,85,2985,amarawati_cluster bean,306
2016-01-01,117,3841,amarawati_cluster bean,306
2016-02-01,105,3593,amarawati_cluster bean,306
2016-03-01,78,3918,amarawati_cluster bean,306
2016-04-01,109,3103,amarawati_cluster bean,306
2016-05-01,134,3519,amarawati_cluster bean,306
2016-06-01,116,4309,amarawati_cluster bean,306
2016-07-01,36,3607,amarawati_cluster bean,306
2016-08-01,129,2745,amarawati_cluster bean,306
2016-09-01,109,1830,amarawati_cluster bean,306
2016-10-01,80,3238,amarawati_cluster bean,306
2015-08-01,6,2490,amarawati_coriander  ,307
2015-09-01,24,3030,amarawati_coriander  ,307
2015-10-01,24,2580,amarawati_coriander  ,307
2015-11-01,12,2095,amarawati_coriander  ,307
2015-12-01,74,1756,amarawati_coriander  ,307
2016-02-01,224,847,amarawati_coriander  ,307
2016-03-01,162,1300,amarawati_coriander  ,307
2016-04-01,136,2676,amarawati_coriander  ,307
2016-05-01,174,2313,amarawati_coriander  ,307
2016-06-01,116,3682,amarawati_coriander  ,307
2016-08-01,117,1638,amarawati_coriander  ,307
2016-09-01,96,2100,amarawati_coriander  ,307
2016-10-01,72,3100,amarawati_coriander  ,307
2015-11-01,138,4193,amarawati_cotton,308
2015-12-01,14436,4386,amarawati_cotton,308
2016-02-01,22197,4501,amarawati_cotton,308
2016-03-01,2324,4450,amarawati_cotton,308
2016-04-01,3865,4769,amarawati_cotton,308
2016-05-01,4934,5048,amarawati_cotton,308
2016-11-01,3951,4972,amarawati_cotton,308
2015-10-01,8,1500,amarawati_cucumber,309
2015-11-01,10,900,amarawati_cucumber,309
2015-12-01,212,1592,amarawati_cucumber,309
2016-02-01,352,1797,amarawati_cucumber,309
2016-03-01,145,1800,amarawati_cucumber,309
2016-04-01,172,1846,amarawati_cucumber,309
2016-05-01,169,2060,amarawati_cucumber,309
2016-07-01,81,1461,amarawati_cucumber,309
2016-08-01,348,536,amarawati_cucumber,309
2016-09-01,223,833,amarawati_cucumber,309
2016-10-01,153,1228,amarawati_cucumber,309
2015-10-01,18,3566,amarawati_custard apple,310
2016-10-01,33,10429,amarawati_custard apple,310
2015-08-01,6,1565,amarawati_dhemse,311
2015-09-01,24,1875,amarawati_dhemse,311
2015-10-01,24,2474,amarawati_dhemse,311
2015-11-01,11,2088,amarawati_dhemse,311
2015-12-01,42,1843,amarawati_dhemse,311
2016-01-01,80,2233,amarawati_dhemse,311
2016-02-01,107,4045,amarawati_dhemse,311
2016-03-01,84,3246,amarawati_dhemse,311
2016-04-01,170,1811,amarawati_dhemse,311
2016-06-01,138,3907,amarawati_dhemse,311
2016-07-01,48,3071,amarawati_dhemse,311
2016-08-01,190,1783,amarawati_dhemse,311
2016-09-01,143,1073,amarawati_dhemse,311
2016-10-01,91,2771,amarawati_dhemse,311
2015-08-01,6,1683,amarawati_flower,312
2015-09-01,27,2142,amarawati_flower,312
2015-10-01,24,2203,amarawati_flower,312
2015-11-01,3,1525,amarawati_flower,312
2016-01-01,50,1300,amarawati_flower,312
2016-02-01,3,900,amarawati_flower,312
2016-04-01,48,3200,amarawati_flower,312
2016-05-01,37,2588,amarawati_flower,312
2014-12-01,39,2977,amarawati_garlic,313
2015-01-01,30,5310,amarawati_garlic,313
2015-02-01,54,5079,amarawati_garlic,313
2015-03-01,30,4465,amarawati_garlic,313
2015-08-01,6,6145,amarawati_garlic,313
2015-09-01,36,5060,amarawati_garlic,313
2015-10-01,121,5956,amarawati_garlic,313
2015-11-01,109,8475,amarawati_garlic,313
2016-01-01,1933,8273,amarawati_garlic,313
2016-02-01,1296,4806,amarawati_garlic,313
2016-03-01,985,3710,amarawati_garlic,313
2016-04-01,1993,4971,amarawati_garlic,313
2016-05-01,1822,6327,amarawati_garlic,313
2016-06-01,1377,7625,amarawati_garlic,313
2016-07-01,563,8625,amarawati_garlic,313
2016-08-01,1496,9388,amarawati_garlic,313
2016-09-01,949,9379,amarawati_garlic,313
2016-10-01,1170,9173,amarawati_garlic,313
2014-12-01,36,3342,amarawati_ginger (fresh),314
2015-02-01,54,3245,amarawati_ginger (fresh),314
2015-03-01,24,3431,amarawati_ginger (fresh),314
2015-08-01,6,2730,amarawati_ginger (fresh),314
2015-09-01,33,2753,amarawati_ginger (fresh),314
2015-10-01,24,2781,amarawati_ginger (fresh),314
2015-11-01,3,3365,amarawati_ginger (fresh),314
2015-12-01,120,3075,amarawati_ginger (fresh),314
2016-01-01,540,3083,amarawati_ginger (fresh),314
2016-02-01,916,2656,amarawati_ginger (fresh),314
2016-03-01,952,2827,amarawati_ginger (fresh),314
2016-04-01,1203,2309,amarawati_ginger (fresh),314
2016-06-01,1740,2902,amarawati_ginger (fresh),314
2016-07-01,116,3571,amarawati_ginger (fresh),314
2016-08-01,973,3013,amarawati_ginger (fresh),314
2016-09-01,666,2387,amarawati_ginger (fresh),314
2016-10-01,722,2371,amarawati_ginger (fresh),314
2014-09-01,12,2667,amarawati_gram,315
2014-11-01,3,2600,amarawati_gram,315
2014-12-01,51,2672,amarawati_gram,315
2015-01-01,57,3079,amarawati_gram,315
2015-02-01,36,3698,amarawati_gram,315
2015-03-01,6,3725,amarawati_gram,315
2015-04-01,48,3953,amarawati_gram,315
2015-05-01,72,4515,amarawati_gram,315
2015-06-01,54,4384,amarawati_gram,315
2015-07-01,24,4398,amarawati_gram,315
2015-08-01,39,4639,amarawati_gram,315
2015-09-01,48,4741,amarawati_gram,315
2015-10-01,51,4929,amarawati_gram,315
2015-12-01,1762,4746,amarawati_gram,315
2016-01-01,8674,4472,amarawati_gram,315
2016-02-01,15673,4228,amarawati_gram,315
2016-05-01,16490,5792,amarawati_gram,315
2016-06-01,9952,6673,amarawati_gram,315
